"Dictamen";"Antiguedad.Trabajo";"Vivienda";"Plazo";"Edad";"Estado.civil";"Registros";"Tipo.trabajo";"Gastos";"Ingresos";"Patrimonio";"Cargas.patrimoniales";"Importe.solicitado";"Precio.del.bien.financiado";"Estalvi";"RatiFin"
"negatiu";1;"escriptura";60;40;"casat";"reg_si";"fixe";60;155;2500;0;1650;1650;3.45454545454545;100
"negatiu";3;"escriptura";36;45;"casat";"reg_si";"fixe";60;87;3500;0;650;650;1.49538461538462;100
"positiu";0;"pares";48;22;"solter";"reg_no";"autonom";45;0;0;0;4000;4500;-0.54;88.8888888888889
"negatiu";1;"pares";36;31;"casat";"reg_no";"fixe";35;61;4000;0;700;800;1.33714285714286;87.5
"positiu";3;"contr_privat";60;35;"casat";"reg_no";"fixe";75;185;3500;1200;700;845;8.4;82.8402366863905
"positiu";20;"escriptura";12;48;"separat";"reg_no";"autonom";75;300;18000;0;760;1369;3.55263157894737;55.5149744338934
"negatiu";3;"escriptura";36;40;"casat";"reg_si";"autonom";60;0;4500;0;575;775;-3.75652173913043;74.1935483870968
"positiu";10;"escriptura";36;37;"casat";"reg_si";"fixe";60;320;15000;1000;1000;2191;9;45.6412596987677
"positiu";1;"escriptura";36;20;"solter";"reg_no";"temporal";35;139;4000;0;375;425;9.984;88.2352941176471
"positiu";8;"lloguer";48;36;"casat";"reg_no";"fixe";76;159;0;0;830;939;4.8;88.3919062832801
"positiu";6;"altres viv";48;35;"casat";"reg_no";"fixe";60;79;15000;0;2000;2504;0.456;79.8722044728434
"positiu";0;"altres viv";36;26;"casat";"reg_no";"fixe";45;260;0;0;725;775;10.6758620689655;93.5483870967742
"negatiu";0;"lloguer";60;60;"casat";"reg_no";"altres sit";55;100;8000;0;2500;2500;1.08;100
"positiu";12;"escriptura";60;54;"casat";"reg_si";"fixe";75;231;15000;0;1950;2500;4.8;78
"positiu";6;"lloguer";60;31;"solter";"reg_no";"fixe";43;82;0;0;800;946;2.925;84.5665961945032
"negatiu";3;"pares";60;30;"casat";"reg_si";"fixe";45;120;4000;0;1500;1621;3;92.5354719309069
"negatiu";0;"pares";18;19;"solter";"reg_no";"fixe";35;91;0;0;650;650;1.55076923076923;100
"positiu";12;"lloguer";36;30;"casat";"reg_no";"fixe";65;203;0;0;1500;2700;3.312;55.5555555555556
"positiu";13;"pares";60;34;"solter";"reg_no";"fixe";35;96;0;0;750;775;4.88;96.7741935483871
"negatiu";0;"escriptura";60;39;"casat";"reg_si";"autonom";45;0;10000;0;1500;1699;-1.8;88.2872277810477
"positiu";4;"contr_privat";24;44;"casat";"reg_no";"autonom";60;0;2900;0;1800;2750;-0.8;65.4545454545455
"negatiu";8;"altres viv";36;39;"casat";"reg_no";"fixe";35;0;0;0;450;550;-2.8;81.8181818181818
"positiu";8;"escriptura";24;36;"casat";"reg_no";"fixe";60;90;6000;1500;900;1715;0.4;52.4781341107872
"positiu";10;"escriptura";36;52;"casat";"reg_no";"autonom";35;225;25000;0;2000;2315;3.42;86.3930885529158
"positiu";5;"escriptura";60;36;"casat";"reg_si";"fixe";35;205;9000;1500;1050;1168;8.85714285714286;89.8972602739726
"negatiu";5;"pares";48;20;"solter";"reg_no";"altres sit";45;0;0;0;2500;3542;-0.864;70.5815923207227
"negatiu";2;"escriptura";60;35;"solter";"reg_no";"fixe";35;51;4000;0;1400;1628;0.685714285714286;85.995085995086
"positiu";21;"escriptura";60;40;"casat";"reg_si";"fixe";60;144;6500;0;2000;2230;2.52;89.6860986547085
"negatiu";3;"pares";60;34;"solter";"reg_si";"temporal";35;80;0;0;1100;1265;2.45454545454545;86.9565217391304
"negatiu";0;"lloguer";60;38;"casat";"reg_no";"autonom";35;0;0;0;1300;1636;-1.61538461538462;79.4621026894866
"positiu";14;"pares";60;32;"casat";"reg_si";"fixe";35;140;0;0;1150;1273;5.47826086956522;90.3377847604085
"positiu";23;"escriptura";60;50;"casat";"reg_no";"fixe";45;90;3000;0;950;1101;2.84210526315789;86.2851952770209
"positiu";3;"escriptura";48;25;"casat";"reg_no";"autonom";35;107;4500;1900;1000;1250;2.544;80
"positiu";4;"escriptura";36;32;"casat";"reg_no";"fixe";45;190;13000;2000;800;2400;5.625;33.3333333333333
"positiu";8;"escriptura";60;34;"casat";"reg_si";"fixe";45;145;5000;0;1100;1110;5.45454545454546;99.0990990990991
"positiu";11;"lloguer";12;29;"solter";"reg_no";"fixe";44;93;0;0;700;1667;0.84;41.9916016796641
"positiu";2;"lloguer";60;40;"casat";"reg_no";"fixe";60;145;500;0;1550;1621;3.29032258064516;95.6199876619371
"positiu";3;"pares";48;24;"solter";"reg_no";"fixe";35;55;3000;0;850;875;1.12941176470588;97.1428571428571
"positiu";3;"pares";48;28;"casat";"reg_no";"fixe";45;173;0;0;1000;2057;6.144;48.6144871171609
"positiu";6;"lloguer";60;34;"casat";"reg_no";"fixe";86;110;0;0;800;2263;1.8;35.3513035793195
"negatiu";0;"lloguer";60;38;"casat";"reg_si";"temporal";75;0;0;0;1000;1235;-4.5;80.9716599190283
"positiu";20;"escriptura";60;39;"casat";"reg_no";"fixe";60;68;13000;0;900;975;0.533333333333333;92.3076923076923
"positiu";0;"escriptura";24;52;"casat";"reg_no";"altres sit";45;170;6500;0;500;600;6;83.3333333333333
"positiu";8;"escriptura";60;33;"casat";"reg_no";"fixe";45;160;2000;0;1050;2277;6.57142857142857;46.1133069828722
"negatiu";5;"escriptura";48;49;"vidu";"reg_no";"altres sit";35;48;4000;0;1100;1438;0.567272727272727;76.4951321279555
"positiu";17;"escriptura";48;46;"casat";"reg_no";"fixe";35;128;4000;0;1400;1718;3.18857142857143;81.4901047729919
"negatiu";2;"lloguer";48;44;"separat";"reg_no";"fixe";48;125;5000;800;1600;2500;2.07;64
"positiu";0;"pares";60;22;"solter";"reg_no";"temporal";35;72;0;0;1100;1131;2.01818181818182;97.2590627763042
"positiu";20;"escriptura";60;44;"casat";"reg_no";"fixe";60;115;4000;0;1250;1463;2.64;85.4408749145591
"positiu";5;"lloguer";60;42;"separat";"reg_si";"autonom";89;288;15000;0;1800;2148;6.63333333333333;83.7988826815643
"positiu";16;"escriptura";36;40;"casat";"reg_no";"fixe";60;160;4000;0;1300;2305;2.76923076923077;56.3991323210412
"positiu";14;"escriptura";60;38;"casat";"reg_no";"fixe";60;114;5000;400;1200;2062;2.5;58.19592628516
"positiu";1;"lloguer";6;38;"casat";"reg_no";"temporal";72;118;0;0;125;375;2.208;33.3333333333333
"positiu";1;"pares";48;21;"solter";"reg_no";"fixe";35;60;0;0;850;1195;1.41176470588235;71.1297071129707
"negatiu";1;"lloguer";24;24;"solter";"reg_no";"temporal";49;139;0;0;500;550;4.32;90.9090909090909
"positiu";12;"lloguer";48;36;"casat";"reg_no";"fixe";80;195;0;0;1800;2272;3.06666666666667;79.2253521126761
"positiu";3;"pares";48;29;"separat";"reg_no";"fixe";35;108;0;0;900;1263;3.89333333333333;71.2589073634204
"negatiu";2;"lloguer";18;46;"casat";"reg_si";"fixe";74;140;0;0;200;380;5.94;52.6315789473684
"positiu";18;"pares";60;42;"divorciat";"reg_si";"fixe";35;145;0;0;1000;1025;6.6;97.5609756097561
"positiu";15;"escriptura";36;43;"casat";"reg_si";"fixe";60;105;5000;0;400;1631;4.05;24.5248313917842
"negatiu";2;"pares";60;20;"solter";"reg_no";"fixe";35;56;3500;0;1300;1637;0.969230769230769;79.4135613927917
"positiu";14;"escriptura";60;28;"casat";"reg_no";"fixe";35;216;4000;0;1750;2270;6.20571428571429;77.0925110132159
"negatiu";0;"pares";36;21;"solter";"reg_no";"temporal";35;130;2000;0;875;1075;3.90857142857143;81.3953488372093
"positiu";3;"escriptura";60;27;"casat";"reg_no";"fixe";35;120;4000;1500;1800;2090;2.33333333333333;86.1244019138756
"positiu";1;"escriptura";60;27;"casat";"reg_no";"fixe";35;90;2000;0;1150;1470;2.8695652173913;78.2312925170068
"negatiu";6;"lloguer";60;38;"casat";"reg_si";"fixe";55;103;0;0;1100;1303;2.61818181818182;84.4205679201842
"negatiu";0;"escriptura";36;42;"casat";"reg_no";"autonom";60;0;5000;0;1350;1850;-1.6;72.972972972973
"positiu";3;"escriptura";60;33;"casat";"reg_si";"fixe";45;193;10000;1500;1300;1730;6.13846153846154;75.1445086705202
"positiu";6;"pares";18;25;"casat";"reg_no";"fixe";45;164;0;0;1250;1890;1.7136;66.1375661375661
"positiu";18;"lloguer";60;37;"casat";"reg_no";"fixe";70;100;0;0;1300;1345;1.38461538461538;96.6542750929368
"positiu";30;"escriptura";12;56;"casat";"reg_no";"autonom";45;60;12000;0;1375;1700;0.130909090909091;80.8823529411765
"positiu";25;"contr_privat";12;55;"solter";"reg_no";"autonom";35;92;25000;0;150;400;4.56;37.5
"positiu";1;"escriptura";60;22;"solter";"reg_no";"fixe";35;300;4000;200;1350;1450;11.6888888888889;93.1034482758621
"positiu";18;"lloguer";48;53;"casat";"reg_no";"fixe";54;92;0;0;1340;1345;1.36119402985075;99.6282527881041
"positiu";5;"escriptura";36;53;"casat";"reg_si";"altres sit";35;227;8500;0;1550;1985;4.45935483870968;78.0856423173803
"negatiu";5;"lloguer";48;31;"casat";"reg_si";"fixe";60;150;0;0;800;1707;5.4;46.8658465143527
"positiu";14;"escriptura";60;40;"casat";"reg_no";"fixe";45;91;0;0;1100;1565;2.50909090909091;70.2875399361022
"negatiu";0;"pares";60;33;"casat";"reg_si";"autonom";60;0;0;0;2000;2235;-1.8;89.4854586129754
"positiu";10;"contr_privat";60;48;"casat";"reg_no";"fixe";35;161;9000;0;900;1100;8.4;81.8181818181818
"positiu";39;"escriptura";60;58;"casat";"reg_no";"fixe";35;113;3500;0;1380;1623;3.39130434782609;85.0277264325323
"positiu";0;"contr_privat";48;41;"casat";"reg_no";"fixe";75;146;10000;0;1370;1623;2.48759124087591;84.4115834873691
"positiu";1;"pares";36;24;"solter";"reg_no";"fixe";35;70;0;0;700;1067;1.8;65.6044985941893
"negatiu";5;"lloguer";60;37;"casat";"reg_no";"fixe";77;318;5000;0;1750;2953;8.26285714285714;59.2617676938706
"positiu";10;"escriptura";60;34;"casat";"reg_no";"fixe";45;115;9500;0;1450;1721;2.89655172413793;84.253341080767
"negatiu";1;"lloguer";60;36;"casat";"reg_si";"temporal";84;90;0;0;1100;1184;0.327272727272727;92.9054054054054
"positiu";3;"contr_privat";60;27;"casat";"reg_no";"fixe";35;215;5000;2800;1500;1682;6.08;89.179548156956
"positiu";8;"escriptura";24;30;"casat";"reg_si";"fixe";35;340;1200;0;1000;1893;7.32;52.8262017960909
"negatiu";1;"lloguer";60;31;"divorciat";"reg_si";"temporal";39;42;0;0;1200;1265;0.15;94.8616600790514
"positiu";0;"escriptura";24;18;"solter";"reg_no";"temporal";35;104;12000;0;1700;1726;0.974117647058824;98.4936268829664
"positiu";20;"contr_privat";60;59;"casat";"reg_no";"autonom";35;81;18000;0;1200;1349;2.3;88.9547813194959
"negatiu";8;"lloguer";48;30;"solter";"reg_no";"fixe";46;114;0;0;1650;1659;1.97818181818182;99.4575045207957
"positiu";0;"contr_privat";60;42;"casat";"reg_no";"temporal";35;210;1500;0;1250;1518;8.4;82.3451910408432
"positiu";3;"escriptura";48;29;"casat";"reg_no";"fixe";35;83;4500;1170;700;837;2.48914285714286;83.6320191158901
"negatiu";3;"lloguer";48;39;"casat";"reg_si";"fixe";97;223;0;0;1250;1609;4.8384;77.6880049720323
"positiu";17;"altres viv";48;40;"casat";"reg_no";"fixe";60;117;6000;960;1200;1893;1.896;63.391442155309
"negatiu";14;"escriptura";60;47;"vidu";"reg_si";"fixe";35;100;4000;2000;1475;1475;1.83050847457627;100
"negatiu";11;"pares";60;30;"casat";"reg_si";"fixe";45;105;5000;0;1500;2500;2.4;60
"negatiu";24;"altres viv";60;41;"casat";"reg_si";"autonom";75;0;0;0;2200;2428;-2.04545454545455;90.6095551894563
"positiu";2;"pares";36;25;"solter";"reg_no";"fixe";35;110;0;0;500;1200;5.4;41.6666666666667
"positiu";3;"pares";60;23;"solter";"reg_no";"autonom";35;42;10000;0;2000;2203;0.21;90.7852927825692
"positiu";14;"escriptura";60;35;"casat";"reg_no";"fixe";35;80;3500;0;1100;1622;2.45454545454545;67.8175092478422
"negatiu";20;"escriptura";60;43;"casat";"reg_si";"fixe";45;120;10000;0;2000;2700;2.25;74.0740740740741
"positiu";5;"lloguer";24;41;"casat";"reg_no";"autonom";44;90;8000;0;600;1218;1.84;49.2610837438424
"positiu";15;"escriptura";60;50;"casat";"reg_si";"fixe";35;112;4000;0;1150;1400;4.01739130434783;82.1428571428571
"positiu";3;"escriptura";36;26;"casat";"reg_no";"fixe";35;136;6000;4500;900;1421;2.24;63.3356790992259
"negatiu";7;"escriptura";36;38;"casat";"reg_si";"fixe";45;85;3400;1500;450;550;2;81.8181818181818
"positiu";7;"escriptura";60;33;"casat";"reg_no";"autonom";60;144;4500;0;1100;1245;4.58181818181818;88.3534136546185
"positiu";9;"escriptura";60;42;"casat";"reg_no";"fixe";75;140;7000;0;1000;1423;3.9;70.2740688685875
"positiu";2;"lloguer";48;22;"casat";"reg_no";"fixe";53;183;0;0;1300;1300;4.8;100
"positiu";2;"lloguer";60;38;"solter";"reg_no";"fixe";70;250;55;0;1300;1365;8.30769230769231;95.2380952380952
"negatiu";1;"contr_privat";36;28;"casat";"reg_no";"autonom";45;0;6000;0;1000;1150;-1.62;86.9565217391304
"negatiu";0;"lloguer";60;24;"casat";"reg_no";"temporal";41;56;0;0;1308;1558;0.688073394495413;83.9537869062901
"positiu";2;"contr_privat";60;24;"casat";"reg_no";"fixe";35;170;5000;1500;1150;1200;6.26086956521739;95.8333333333333
"positiu";16;"lloguer";36;41;"casat";"reg_no";"fixe";52;71;0;0;900;950;0.76;94.7368421052632
"negatiu";3;"lloguer";60;39;"casat";"reg_si";"fixe";69;94;0;0;1450;1546;1.03448275862069;93.7904269081501
"negatiu";1;"lloguer";60;34;"casat";"reg_no";"fixe";56;112;4000;1500;1400;1508;1.75714285714286;92.8381962864722
"positiu";12;"lloguer";36;55;"casat";"reg_no";"fixe";57;115;0;0;800;1250;2.61;64
"negatiu";0;"escriptura";60;64;"vidu";"reg_no";"altres sit";35;100;8000;0;1980;2038;1.96969696969697;97.1540726202159
"positiu";3;"altres viv";48;32;"solter";"reg_si";"fixe";35;71;0;0;1000;1200;1.728;83.3333333333333
"positiu";14;"lloguer";36;47;"casat";"reg_no";"fixe";73;125;6500;0;600;825;3.12;72.7272727272727
"negatiu";0;"pares";60;25;"solter";"reg_no";"temporal";35;35;0;0;1150;1351;0;85.1221317542561
"positiu";9;"escriptura";60;25;"casat";"reg_no";"fixe";60;200;13500;5000;1900;2115;2.84210526315789;89.8345153664303
"negatiu";0;"lloguer";48;35;"casat";"reg_no";"temporal";106;160;0;0;930;930;2.78709677419355;100
"negatiu";0;"lloguer";48;24;"casat";"reg_no";"temporal";35;0;0;0;600;1452;-2.8;41.3223140495868
"negatiu";1;"pares";60;43;"casat";"reg_si";"fixe";90;179;0;0;1600;1896;3.3375;84.3881856540084
"negatiu";2;"pares";36;21;"solter";"reg_no";"autonom";35;221;0;0;500;650;13.392;76.9230769230769
"positiu";4;"escriptura";48;22;"casat";"reg_no";"fixe";35;214;10000;3000;1250;1566;5.7216;79.8212005108557
"positiu";20;"escriptura";60;56;"casat";"reg_no";"fixe";35;145;5000;0;1600;1763;4.125;90.7543959160522
"positiu";2;"altres viv";48;25;"solter";"reg_no";"fixe";35;142;0;0;1000;1440;5.136;69.4444444444444
"positiu";8;"escriptura";60;56;"casat";"reg_no";"autonom";45;200;30000;0;1400;1500;6.64285714285714;93.3333333333333
"positiu";13;"escriptura";60;36;"casat";"reg_no";"fixe";45;72;3500;45;1400;1625;1.13785714285714;86.1538461538462
"positiu";5;"escriptura";24;59;"casat";"reg_no";"fixe";35;105;18000;0;1800;1965;0.933333333333333;91.6030534351145
"positiu";13;"escriptura";60;58;"casat";"reg_no";"fixe";75;211;7500;2000;800;1214;8.7;65.8978583196046
"negatiu";0;"escriptura";60;40;"casat";"reg_si";"temporal";90;90;8000;0;1000;1189;0;84.1042893187553
"positiu";25;"escriptura";12;49;"casat";"reg_no";"autonom";60;100;5500;0;1000;1998;0.48;50.0500500500501
"negatiu";5;"lloguer";54;27;"casat";"reg_no";"fixe";47;118;0;0;1500;1600;2.556;93.75
"negatiu";2;"escriptura";60;44;"casat";"reg_no";"fixe";60;88;2000;0;1450;1452;1.15862068965517;99.862258953168
"positiu";5;"escriptura";24;26;"casat";"reg_no";"fixe";45;147;10000;300;450;1522;5.28;29.5663600525624
"negatiu";5;"lloguer";48;49;"vidu";"reg_si";"autonom";45;0;0;0;1000;2193;-2.16;45.5996352029184
"positiu";18;"escriptura";60;45;"solter";"reg_si";"fixe";35;197;2000;0;1500;1578;6.48;95.0570342205323
"negatiu";1;"contr_privat";60;24;"casat";"reg_no";"temporal";35;127;3500;2000;1700;1825;2.54117647058824;93.1506849315068
"negatiu";0;"lloguer";60;25;"casat";"reg_si";"fixe";69;235;0;0;1400;1650;7.11428571428571;84.8484848484848
"positiu";12;"escriptura";60;56;"casat";"reg_no";"autonom";35;126;17000;0;3000;3745;1.82;80.1068090787717
"positiu";5;"escriptura";36;43;"casat";"reg_no";"autonom";45;0;4000;0;1800;2300;-0.9;78.2608695652174
"positiu";2;"altres viv";24;30;"casat";"reg_si";"fixe";45;233;0;0;900;1189;5.01333333333333;75.6938603868797
"positiu";1;"escriptura";60;47;"casat";"reg_no";"fixe";75;78;4000;0;1500;1711;0.12;87.6680303915839
"positiu";2;"escriptura";48;30;"solter";"reg_no";"fixe";35;106;4000;0;660;1060;5.16363636363636;62.2641509433962
"positiu";14;"escriptura";60;28;"casat";"reg_no";"fixe";45;178;4000;700;600;700;12.6;85.7142857142857
"negatiu";8;"escriptura";60;64;"casat";"reg_no";"autonom";60;111;42;1;1895;2596;1.61445910290237;72.9969183359014
"negatiu";2;"escriptura";60;29;"casat";"reg_si";"temporal";35;71;6000;0;700;2700;3.08571428571429;25.9259259259259
"negatiu";0;"pares";60;26;"separat";"reg_no";"altres sit";35;1;0;0;950;1735;-2.14736842105263;54.7550432276657
"positiu";1;"pares";48;24;"solter";"reg_no";"fixe";35;53;0;0;1200;1215;0.72;98.7654320987654
"positiu";18;"escriptura";36;43;"casat";"reg_no";"fixe";90;116;4000;0;400;985;2.34;40.6091370558376
"positiu";30;"escriptura";12;52;"solter";"reg_no";"fixe";35;237;5000;500;800;1800;2.955;44.4444444444444
"positiu";3;"lloguer";48;34;"casat";"reg_no";"fixe";77;165;5000;0;1287;1693;3.28205128205128;76.0189013585351
"positiu";3;"pares";24;25;"solter";"reg_si";"fixe";35;128;0;0;300;1397;7.44;21.4745884037223
"positiu";25;"escriptura";18;40;"casat";"reg_no";"autonom";75;0;5000;1600;375;375;-4.368;100
"positiu";1;"escriptura";60;61;"solter";"reg_no";"altres sit";35;216;8000;0;1200;1236;9.05;97.0873786407767
"positiu";16;"escriptura";60;51;"casat";"reg_no";"fixe";60;155;4000;0;900;925;6.33333333333333;97.2972972972973
"positiu";10;"escriptura";60;37;"solter";"reg_si";"altres sit";35;0;78000;0;1250;1418;-1.68;88.1523272214386
"positiu";0;"pares";24;41;"casat";"reg_no";"fixe";60;105;3500;0;450;600;2.4;75
"negatiu";0;"pares";60;27;"casat";"reg_no";"temporal";45;82;0;0;1400;1520;1.58571428571429;92.1052631578947
"positiu";8;"escriptura";36;52;"casat";"reg_no";"fixe";60;695;18000;0;750;2095;30.48;35.799522673031
"positiu";13;"escriptura";60;31;"casat";"reg_no";"fixe";45;180;7500;1400;1200;1491;6.05;80.4828973843058
"positiu";6;"escriptura";60;28;"casat";"reg_no";"autonom";60;125;0;0;800;1700;4.875;47.0588235294118
"negatiu";13;"lloguer";36;44;"casat";"reg_si";"autonom";84;85;0;0;1150;1325;0.031304347826087;86.7924528301887
"positiu";13;"escriptura";24;41;"casat";"reg_no";"fixe";60;167;6000;1122;400;850;5.7468;47.0588235294118
"negatiu";0;"pares";60;18;"solter";"reg_no";"temporal";35;45;0;0;900;1001;0.666666666666667;89.9100899100899
"positiu";3;"escriptura";60;43;"casat";"reg_no";"autonom";45;174;9000;1692;1900;2374;3.53936842105263;80.033698399326
"negatiu";2;"escriptura";60;25;"solter";"reg_no";"temporal";35;95;4500;3000;1080;1296;1.66666666666667;83.3333333333333
"positiu";20;"escriptura";6;48;"casat";"reg_si";"autonom";35;0;14000;0;500;1351;-0.42;37.0096225018505
"positiu";25;"escriptura";60;50;"casat";"reg_si";"autonom";75;314;10000;0;1350;1417;10.6222222222222;95.2717007762879
"positiu";1;"lloguer";60;21;"solter";"reg_no";"fixe";46;110;0;0;1450;1517;2.64827586206897;95.5833882663151
"positiu";19;"escriptura";60;35;"casat";"reg_no";"fixe";45;163;8000;340;1100;1269;6.25090909090909;86.682427107959
"positiu";3;"escriptura";30;37;"casat";"reg_no";"fixe";75;80;4000;0;650;1270;0.230769230769231;51.1811023622047
"positiu";16;"escriptura";60;30;"casat";"reg_no";"fixe";35;110;5000;200;1000;1000;4.38;100
"positiu";0;"escriptura";60;25;"casat";"reg_no";"temporal";35;90;1500;500;900;990;3.33333333333333;90.9090909090909
"positiu";1;"escriptura";60;55;"casat";"reg_no";"altres sit";35;83;13000;0;900;925;3.2;97.2972972972973
"positiu";11;"escriptura";60;27;"casat";"reg_no";"fixe";45;190;3000;0;1200;1537;7.25;78.0741704619388
"negatiu";6;"pares";60;26;"solter";"reg_no";"fixe";35;92;0;0;600;1300;5.7;46.1538461538462
"negatiu";2;"escriptura";48;50;"casat";"reg_no";"temporal";35;80;4000;0;800;1330;2.7;60.1503759398496
"positiu";16;"pares";36;45;"solter";"reg_no";"fixe";35;76;0;0;500;1210;2.952;41.3223140495868
"positiu";4;"lloguer";60;26;"casat";"reg_no";"fixe";54;187;0;0;1500;1520;5.32;98.6842105263158
"negatiu";2;"contr_privat";60;53;"casat";"reg_no";"temporal";75;170;3000;180;1900;2180;2.94315789473684;87.1559633027523
"positiu";31;"escriptura";24;58;"casat";"reg_no";"fixe";35;160;3000;0;700;700;4.28571428571429;100
"positiu";0;"escriptura";18;44;"casat";"reg_no";"autonom";60;109;1;0;350;550;2.52;63.6363636363636
"negatiu";2;"contr_privat";60;28;"casat";"reg_no";"fixe";35;165;3000;0;500;1650;15.6;30.3030303030303
"negatiu";16;"lloguer";24;40;"casat";"reg_no";"autonom";65;50;10000;5000;1400;1636;-1.11428571428571;85.5745721271394
"negatiu";25;"lloguer";36;50;"casat";"reg_si";"autonom";64;36;0;0;625;650;-1.6128;96.1538461538462
"positiu";1;"pares";36;21;"solter";"reg_no";"temporal";35;92;2000;0;700;1162;2.93142857142857;60.2409638554217
"negatiu";7;"altres viv";60;35;"casat";"reg_si";"fixe";45;120;0;0;1400;1715;3.21428571428571;81.6326530612245
"positiu";7;"altres viv";48;34;"casat";"reg_no";"autonom";45;37;0;0;800;941;-0.48;85.0159404888417
"positiu";40;"altres viv";60;61;"casat";"reg_si";"fixe";60;242;0;0;1000;1100;10.92;90.9090909090909
"positiu";4;"escriptura";60;55;"vidu";"reg_no";"altres sit";35;76;29;0;1200;1318;2.05;91.0470409711684
"positiu";10;"escriptura";48;36;"casat";"reg_si";"autonom";75;214;10000;0;1143;1143;5.83727034120735;100
"negatiu";16;"lloguer";48;37;"casat";"reg_si";"fixe";68;234;0;0;1000;1606;7.968;62.266500622665
"positiu";2;"escriptura";36;34;"casat";"reg_no";"fixe";60;125;59000;900;1500;3000;1.344;50
"positiu";14;"altres viv";48;36;"casat";"reg_no";"fixe";35;251;0;0;1000;1550;10.368;64.5161290322581
"positiu";3;"escriptura";18;40;"casat";"reg_no";"fixe";45;140;4000;0;400;1772;4.275;22.5733634311512
"positiu";13;"escriptura";24;47;"casat";"reg_si";"fixe";75;300;12000;0;1000;1340;5.4;74.6268656716418
"positiu";18;"escriptura";24;61;"casat";"reg_no";"autonom";45;119;8000;0;1100;1340;1.61454545454545;82.089552238806
"positiu";19;"escriptura";48;37;"casat";"reg_no";"fixe";60;158;7000;3000;1000;1156;3.264;86.5051903114187
"positiu";15;"escriptura";60;50;"casat";"reg_no";"fixe";35;91;3000;0;1150;1200;2.92173913043478;95.8333333333333
"positiu";1;"pares";60;22;"casat";"reg_no";"temporal";35;195;120000;0;1550;1550;6.19354838709677;100
"positiu";2;"escriptura";60;29;"casat";"reg_si";"fixe";35;160;3000;0;900;1310;8.33333333333333;68.7022900763359
"negatiu";2;"escriptura";60;26;"solter";"reg_si";"fixe";35;110;7000;0;535;1710;8.41121495327103;31.2865497076023
"positiu";30;"escriptura";60;53;"casat";"reg_no";"autonom";35;201;25000;0;1360;1450;7.32352941176471;93.7931034482759
"positiu";20;"escriptura";24;51;"casat";"reg_no";"fixe";75;130;10000;0;500;1238;2.64;40.3877221324717
"positiu";7;"escriptura";48;29;"casat";"reg_no";"fixe";35;68;3500;0;500;1700;3.168;29.4117647058824
"positiu";23;"altres viv";36;56;"separat";"reg_no";"autonom";35;157;0;0;1800;2320;2.44;77.5862068965517
"positiu";2;"pares";48;25;"solter";"reg_si";"fixe";35;233;0;0;1000;1090;9.504;91.743119266055
"negatiu";5;"pares";24;26;"solter";"reg_si";"fixe";35;104;0;0;1000;1314;1.656;76.103500761035
"positiu";18;"escriptura";60;34;"casat";"reg_no";"fixe";35;168;12000;0;800;1103;9.975;72.5294650951949
"positiu";3;"pares";48;48;"casat";"reg_no";"fixe";35;120;0;0;1300;1470;3.13846153846154;88.4353741496599
"positiu";1;"escriptura";60;22;"casat";"reg_si";"fixe";45;230;2000;288;800;1588;13.659;50.3778337531486
"negatiu";1;"escriptura";60;55;"casat";"reg_si";"altres sit";45;136;30000;0;1400;1424;3.9;98.314606741573
"positiu";28;"escriptura";60;52;"casat";"reg_no";"fixe";35;185;4000;1000;900;1428;9.33333333333333;63.0252100840336
"positiu";7;"escriptura";60;47;"casat";"reg_no";"fixe";75;155;3000;200;675;975;6.93333333333333;69.2307692307692
"positiu";9;"lloguer";60;25;"casat";"reg_no";"fixe";50;145;0;0;1100;1250;5.18181818181818;88
"positiu";1;"lloguer";60;28;"casat";"reg_no";"fixe";62;169;0;0;1200;2068;5.35;58.0270793036751
"negatiu";0;"lloguer";48;52;"solter";"reg_si";"fixe";49;135;0;0;1000;1200;4.128;83.3333333333333
"positiu";8;"contr_privat";60;49;"casat";"reg_no";"fixe";45;120;3000;0;900;985;5;91.3705583756345
"positiu";10;"escriptura";30;37;"casat";"reg_no";"fixe";60;200;7000;0;750;1923;5.6;39.0015600624025
"negatiu";7;"pares";36;31;"separat";"reg_no";"fixe";35;197;0;0;1200;1200;4.86;100
"positiu";5;"escriptura";48;48;"casat";"reg_no";"fixe";60;130;5000;0;650;795;5.16923076923077;81.7610062893082
"positiu";7;"escriptura";36;25;"solter";"reg_no";"fixe";35;55;9000;0;1000;1215;0.72;82.3045267489712
"positiu";2;"pares";48;29;"solter";"reg_no";"fixe";35;111;0;0;1000;1854;3.648;53.9374325782093
"negatiu";3;"contr_privat";48;28;"casat";"reg_no";"fixe";60;136;3500;2500;1000;1200;2.448;83.3333333333333
"positiu";45;"escriptura";30;64;"casat";"reg_no";"autonom";45;157;20000;0;1000;1588;3.36;62.9722921914358
"negatiu";10;"escriptura";60;49;"vidu";"reg_no";"fixe";35;160;3000;0;1650;1659;4.54545454545455;99.4575045207957
"positiu";0;"pares";36;22;"solter";"reg_no";"temporal";35;81;2500;0;400;775;4.14;51.6129032258064
"positiu";16;"escriptura";60;31;"casat";"reg_no";"fixe";60;160;12000;0;1850;1862;3.24324324324324;99.3555316863588
"positiu";10;"escriptura";24;52;"casat";"reg_no";"fixe";60;81;5000;0;250;1003;2.016;24.9252243270189
